"pokedex_number","name","generation","is_legendary","is_mythical","species","type_1","type_2","height_m","weight_kg","hp","attack","defense","sp_attack","sp_defense","speed"
"685","Slurpuff","6","0","0","Meringue Pokémon","Fairy","","0.8","5","82","80","86","85","75","72"
"686","Inkay","6","0","0","Revolving Pokémon","Dark","Psychic","0.4","3.5","53","54","53","37","46","45"
"687","Malamar","6","0","0","Overturning Pokémon","Dark","Psychic","1.5","47","86","92","88","68","75","73"
"688","Binacle","6","0","0","Two-Handed Pokémon","Rock","Water","0.5","31","42","52","67","39","56","50"
"689","Barbaracle","6","0","0","Collective Pokémon","Rock","Water","1.3","96","72","105","115","54","86","68"
"690","Skrelp","6","0","0","Mock Kelp Pokémon","Poison","Water","0.5","7.3","50","60","60","60","60","30"
"691","Dragalge","6","0","0","Mock Kelp Pokémon","Poison","Dragon","1.8","81.5","65","75","90","97","123","44"
"692","Clauncher","6","0","0","Water Gun Pokémon","Water","","0.5","8.3","50","53","62","58","63","44"
"693","Clawitzer","6","0","0","Howitzer Pokémon","Water","","1.3","35.3","71","73","88","120","89","59"
"694","Helioptile","6","0","0","Generator Pokémon","Electric","Normal","0.5","6","44","38","33","61","43","70"
"695","Heliolisk","6","0","0","Generator Pokémon","Electric","Normal","1","21","62","55","52","109","94","109"
"696","Tyrunt","6","0","0","Royal Heir Pokémon","Rock","Dragon","0.8","26","58","89","77","45","45","48"
"697","Tyrantrum","6","0","0","Despot Pokémon","Rock","Dragon","2.5","270","82","121","119","69","59","71"
"698","Amaura","6","0","0","Tundra Pokémon","Rock","Ice","1.3","25.2","77","59","50","67","63","46"
"699","Aurorus","6","0","0","Tundra Pokémon","Rock","Ice","2.7","225","123","77","72","99","92","58"
"700","Sylveon","6","0","0","Intertwining Pokémon","Fairy","","1","23.5","95","65","65","110","130","60"
"701","Hawlucha","6","0","0","Wrestling Pokémon","Fighting","Flying","0.8","21.5","78","92","75","74","63","118"
"702","Dedenne","6","0","0","Antenna Pokémon","Electric","Fairy","0.2","2.2","67","58","57","81","67","101"
"703","Carbink","6","0","0","Jewel Pokémon","Rock","Fairy","0.3","5.7","50","50","150","50","150","50"
"704","Goomy","6","0","0","Soft Tissue Pokémon","Dragon","","0.3","2.8","45","50","35","55","75","40"
"705","Sliggoo","6","0","0","Soft Tissue Pokémon","Dragon","","0.8","17.5","68","75","53","83","113","60"
"706","Goodra","6","0","0","Dragon Pokémon","Dragon","","2","150.5","90","100","70","110","150","80"
"707","Klefki","6","0","0","Key Ring Pokémon","Steel","Fairy","0.2","3","57","80","91","80","87","75"
"708","Phantump","6","0","0","Stump Pokémon","Ghost","Grass","0.4","7","43","70","48","50","60","38"
"709","Trevenant","6","0","0","Elder Tree Pokémon","Ghost","Grass","1.5","71","85","110","76","65","82","56"
"710","Pumpkaboo Average Size","6","0","0","Pumpkin Pokémon","Ghost","Grass","0.4","5","49","66","70","44","55","51"
"710","Pumpkaboo Small Size","6","0","0","Pumpkin Pokémon","Ghost","Grass","0.3","3.5","44","66","70","44","55","56"
"710","Pumpkaboo Large Size","6","0","0","Pumpkin Pokémon","Ghost","Grass","0.5","7.5","54","66","70","44","55","46"
"710","Pumpkaboo Super Size","6","0","0","Pumpkin Pokémon","Ghost","Grass","0.8","15","59","66","70","44","55","41"
"711","Gourgeist Average Size","6","0","0","Pumpkin Pokémon","Ghost","Grass","0.9","12.5","65","90","122","58","75","84"
"711","Gourgeist Small Size","6","0","0","Pumpkin Pokémon","Ghost","Grass","0.7","9.5","55","85","122","58","75","99"
"711","Gourgeist Large Size","6","0","0","Pumpkin Pokémon","Ghost","Grass","1.1","14","75","95","122","58","75","69"
"711","Gourgeist Super Size","6","0","0","Pumpkin Pokémon","Ghost","Grass","1.7","39","85","100","122","58","75","54"
"712","Bergmite","6","0","0","Ice Chunk Pokémon","Ice","","1","99.5","55","69","85","32","35","28"
"713","Avalugg","6","0","0","Iceberg Pokémon","Ice","","2","505","95","117","184","44","46","28"
"714","Noibat","6","0","0","Sound Wave Pokémon","Flying","Dragon","0.5","8","40","30","35","45","40","55"
"715","Noivern","6","0","0","Sound Wave Pokémon","Flying","Dragon","1.5","85","85","70","80","97","80","123"
"716","Xerneas","6","1","0","Life Pokémon","Fairy","","3","215","126","131","95","131","98","99"
"717","Yveltal","6","1","0","Destruction Pokémon","Dark","Flying","5.8","203","126","131","95","131","98","99"
"718","Zygarde 50% Forme","6","1","0","Order Pokémon","Dragon","Ground","5","305","108","100","121","81","95","95"
"718","Zygarde 10% Forme","6","1","0","Order Pokémon","Dragon","Ground","1.2","33.5","54","100","71","61","85","115"
"718","Zygarde Complete Forme","6","1","0","Order Pokémon","Dragon","Ground","4.5","610","216","100","121","91","95","85"
"719","Diancie","6","0","1","Jewel Pokémon","Rock","Fairy","0.7","8.8","50","100","150","100","150","50"
"719","Mega Diancie","6","0","1","Jewel Pokémon","Rock","Fairy","1.1","27.8","50","160","110","160","110","110"
"720","Hoopa Hoopa Confined","6","0","1","Mischief Pokémon","Psychic","Ghost","0.5","9","80","110","60","150","130","70"
"720","Hoopa Hoopa Unbound","6","0","1","Djinn Pokémon","Psychic","Dark","6.5","490","80","160","60","170","130","80"
"721","Volcanion","6","0","1","Steam Pokémon","Fire","Water","1.7","195","80","110","120","130","90","70"
"722","Rowlet","7","0","0","Grass Quill Pokémon","Grass","Flying","0.3","1.5","68","55","55","50","50","42"
"723","Dartrix","7","0","0","Blade Quill Pokémon","Grass","Flying","0.7","16","78","75","75","70","70","52"
"724","Decidueye","7","0","0","Arrow Quill Pokémon","Grass","Ghost","1.6","36.6","78","107","75","100","100","70"
"725","Litten","7","0","0","Fire Cat Pokémon","Fire","","0.4","4.3","45","65","40","60","40","70"
"726","Torracat","7","0","0","Fire Cat Pokémon","Fire","","0.7","25","65","85","50","80","50","90"
"727","Incineroar","7","0","0","Heel Pokémon","Fire","Dark","1.8","83","95","115","90","80","90","60"
"728","Popplio","7","0","0","Sea Lion Pokémon","Water","","0.4","7.5","50","54","54","66","56","40"
"729","Brionne","7","0","0","Pop Star Pokémon","Water","","0.6","17.5","60","69","69","91","81","50"
"730","Primarina","7","0","0","Soloist Pokémon","Water","Fairy","1.8","44","80","74","74","126","116","60"
"731","Pikipek","7","0","0","Woodpecker Pokémon","Normal","Flying","0.3","1.2","35","75","30","30","30","65"
"732","Trumbeak","7","0","0","Bugle Beak Pokémon","Normal","Flying","0.6","14.8","55","85","50","40","50","75"
"733","Toucannon","7","0","0","Cannon Pokémon","Normal","Flying","1.1","26","80","120","75","75","75","60"
"734","Yungoos","7","0","0","Loitering Pokémon","Normal","","0.4","6","48","70","30","30","30","45"
"735","Gumshoos","7","0","0","Stakeout Pokémon","Normal","","0.7","14.2","88","110","60","55","60","45"
"736","Grubbin","7","0","0","Larva Pokémon","Bug","","0.4","4.4","47","62","45","55","45","46"
"737","Charjabug","7","0","0","Battery Pokémon","Bug","Electric","0.5","10.5","57","82","95","55","75","36"
"738","Vikavolt","7","0","0","Stag Beetle Pokémon","Bug","Electric","1.5","45","77","70","90","145","75","43"
"739","Crabrawler","7","0","0","Boxing Pokémon","Fighting","","0.6","7","47","82","57","42","47","63"
"740","Crabominable","7","0","0","Woolly Crab Pokémon","Fighting","Ice","1.7","180","97","132","77","62","67","43"
"741","Oricorio Baile Style","7","0","0","Dancing Pokémon","Fire","Flying","0.6","3.4","75","70","70","98","70","93"
"741","Oricorio Pom-Pom Style","7","0","0","Dancing Pokémon","Electric","Flying","0.6","3.4","75","70","70","98","70","93"
"741","Oricorio Pa'u Style","7","0","0","Dancing Pokémon","Psychic","Flying","0.6","3.4","75","70","70","98","70","93"
"741","Oricorio Sensu Style","7","0","0","Dancing Pokémon","Ghost","Flying","0.6","3.4","75","70","70","98","70","93"
"742","Cutiefly","7","0","0","Bee Fly Pokémon","Bug","Fairy","0.1","0.2","40","45","40","55","40","84"
"743","Ribombee","7","0","0","Bee Fly Pokémon","Bug","Fairy","0.2","0.5","60","55","60","95","70","124"
"744","Rockruff","7","0","0","Puppy Pokémon","Rock","","0.5","9.2","45","65","40","30","40","60"
"744","Own Tempo Rockruff","7","0","0","Puppy Pokémon","Rock","","0.5","9.2","45","65","40","30","40","60"
"745","Lycanroc Midday Form","7","0","0","Wolf Pokémon","Rock","","0.8","25","75","115","65","55","65","112"
"745","Lycanroc Midnight Form","7","0","0","Wolf Pokémon","Rock","","1.1","25","85","115","75","55","75","82"
"745","Lycanroc Dusk Form","7","0","0","Wolf Pokémon","Rock","","0.8","25","75","117","65","55","65","110"
"746","Wishiwashi Solo Form","7","0","0","Small Fry Pokémon","Water","","0.2","0.3","45","20","20","25","25","40"
"746","Wishiwashi School Form","7","0","0","Small Fry Pokémon","Water","","8.2","78.6","45","140","130","140","135","30"
"747","Mareanie","7","0","0","Brutal Star Pokémon","Poison","Water","0.4","8","50","53","62","43","52","45"
"748","Toxapex","7","0","0","Brutal Star Pokémon","Poison","Water","0.7","14.5","50","63","152","53","142","35"
"749","Mudbray","7","0","0","Donkey Pokémon","Ground","","1","110","70","100","70","45","55","45"
"750","Mudsdale","7","0","0","Draft Horse Pokémon","Ground","","2.5","920","100","125","100","55","85","35"
"751","Dewpider","7","0","0","Water Bubble Pokémon","Water","Bug","0.3","4","38","40","52","40","72","27"
"752","Araquanid","7","0","0","Water Bubble Pokémon","Water","Bug","1.8","82","68","70","92","50","132","42"
"753","Fomantis","7","0","0","Sickle Grass Pokémon","Grass","","0.3","1.5","40","55","35","50","35","35"
"754","Lurantis","7","0","0","Bloom Sickle Pokémon","Grass","","0.9","18.5","70","105","90","80","90","45"
"755","Morelull","7","0","0","Illuminating Pokémon","Grass","Fairy","0.2","1.5","40","35","55","65","75","15"
"756","Shiinotic","7","0","0","Illuminating Pokémon","Grass","Fairy","1","11.5","60","45","80","90","100","30"
"757","Salandit","7","0","0","Toxic Lizard Pokémon","Poison","Fire","0.6","4.8","48","44","40","71","40","77"
"758","Salazzle","7","0","0","Toxic Lizard Pokémon","Poison","Fire","1.2","22.2","68","64","60","111","60","117"
"759","Stufful","7","0","0","Flailing Pokémon","Normal","Fighting","0.5","6.8","70","75","50","45","50","50"
"760","Bewear","7","0","0","Strong Arm Pokémon","Normal","Fighting","2.1","135","120","125","80","55","60","60"
"761","Bounsweet","7","0","0","Fruit Pokémon","Grass","","0.3","3.2","42","30","38","30","38","32"
"762","Steenee","7","0","0","Fruit Pokémon","Grass","","0.7","8.2","52","40","48","40","48","62"
"763","Tsareena","7","0","0","Fruit Pokémon","Grass","","1.2","21.4","72","120","98","50","98","72"
"764","Comfey","7","0","0","Posy Picker Pokémon","Fairy","","0.1","0.3","51","52","90","82","110","100"
"765","Oranguru","7","0","0","Sage Pokémon","Normal","Psychic","1.5","76","90","60","80","90","110","60"
"766","Passimian","7","0","0","Teamwork Pokémon","Fighting","","2","82.8","100","120","90","40","60","80"
"767","Wimpod","7","0","0","Turn Tail Pokémon","Bug","Water","0.5","12","25","35","40","20","30","80"
"768","Golisopod","7","0","0","Hard Scale Pokémon","Bug","Water","2","108","75","125","140","60","90","40"
"769","Sandygast","7","0","0","Sand Heap Pokémon","Ghost","Ground","0.5","70","55","55","80","70","45","15"
"770","Palossand","7","0","0","Sand Castle Pokémon","Ghost","Ground","1.3","250","85","75","110","100","75","35"
"771","Pyukumuku","7","0","0","Sea Cucumber Pokémon","Water","","0.3","1.2","55","60","130","30","130","5"
"772","Type: Null","7","0","0","Synthetic Pokémon","Normal","","1.9","120.5","95","95","95","95","95","59"
"773","Silvally","7","0","0","Synthetic Pokémon","Normal","","2.3","100.5","95","95","95","95","95","95"
"774","Minior Meteor Form","7","0","0","Meteor Pokémon","Rock","Flying","0.3","40","60","60","100","60","100","60"
"774","Minior Core Form","7","0","0","Meteor Pokémon","Rock","Flying","0.3","0.3","60","100","60","100","60","120"
"775","Komala","7","0","0","Drowsing Pokémon","Normal","","0.4","19.9","65","115","65","75","95","65"
"776","Turtonator","7","0","0","Blast Turtle Pokémon","Fire","Dragon","2","212","60","78","135","91","85","36"
"777","Togedemaru","7","0","0","Roly-Poly Pokémon","Electric","Steel","0.3","3.3","65","98","63","40","73","96"
"778","Mimikyu","7","0","0","Disguise Pokémon","Ghost","Fairy","0.2","0.7","55","90","80","50","105","96"
"779","Bruxish","7","0","0","Gnash Teeth Pokémon","Water","Psychic","0.9","19","68","105","70","70","70","92"
"780","Drampa","7","0","0","Placid Pokémon","Normal","Dragon","3","185","78","60","85","135","91","36"
"781","Dhelmise","7","0","0","Sea Creeper Pokémon","Ghost","Grass","3.9","210","70","131","100","86","90","40"
"782","Jangmo-o","7","0","0","Scaly Pokémon","Dragon","","0.6","29.7","45","55","65","45","45","45"
"783","Hakamo-o","7","0","0","Scaly Pokémon","Dragon","Fighting","1.2","47","55","75","90","65","70","65"
"784","Kommo-o","7","0","0","Scaly Pokémon","Dragon","Fighting","1.6","78.2","75","110","125","100","105","85"
"785","Tapu Koko","7","0","0","Land Spirit Pokémon","Electric","Fairy","1.8","20.5","70","115","85","95","75","130"
"786","Tapu Lele","7","0","0","Land Spirit Pokémon","Psychic","Fairy","1.2","18.6","70","85","75","130","115","95"
"787","Tapu Bulu","7","0","0","Land Spirit Pokémon","Grass","Fairy","1.9","45.5","70","130","115","85","95","75"
"788","Tapu Fini","7","0","0","Land Spirit Pokémon","Water","Fairy","1.3","21.2","70","75","115","95","130","85"
"789","Cosmog","7","1","0","Nebula Pokémon","Psychic","","0.2","0.1","43","29","31","29","31","37"
"790","Cosmoem","7","1","0","Protostar Pokémon","Psychic","","0.1","999.9","43","29","131","29","131","37"
"791","Solgaleo","7","1","0","Sunne Pokémon","Psychic","Steel","3.4","230","137","137","107","113","89","97"
"792","Lunala","7","1","0","Moone Pokémon","Psychic","Ghost","4","120","137","113","89","137","107","97"
"793","Nihilego","7","0","0","Parasite Pokémon","Rock","Poison","1.2","55.5","109","53","47","127","131","103"
"794","Buzzwole","7","0","0","Swollen Pokémon","Bug","Fighting","2.4","333.6","107","139","139","53","53","79"
"795","Pheromosa","7","0","0","Lissome Pokémon","Bug","Fighting","1.8","25","71","137","37","137","37","151"
"796","Xurkitree","7","0","0","Glowing Pokémon","Electric","","3.8","100","83","89","71","173","71","83"
"797","Celesteela","7","0","0","Launch Pokémon","Steel","Flying","9.2","999.9","97","101","103","107","101","61"
"798","Kartana","7","0","0","Drawn Sword Pokémon","Grass","Steel","0.3","0.1","59","181","131","59","31","109"
"799","Guzzlord","7","0","0","Junkivore Pokémon","Dark","Dragon","5.5","888","223","101","53","97","53","43"
"800","Necrozma","7","1","0","Prism Pokémon","Psychic","","2.4","230","97","107","101","127","89","79"
"800","Dusk Mane Necrozma","7","1","0","Prism Pokémon","Psychic","Steel","3.8","460","97","157","127","113","109","77"
"800","Dawn Wings Necrozma","7","1","0","Prism Pokémon","Psychic","Ghost","4.2","350","97","113","109","157","127","77"
"800","Ultra Necrozma","7","1","0","Prism Pokémon","Psychic","Dragon","7.5","230","97","167","97","167","97","129"
"801","Magearna","7","0","1","Artificial Pokémon","Steel","Fairy","1","80.5","80","95","115","130","115","65"
"802","Marshadow","7","0","1","Gloomdweller Pokémon","Fighting","Ghost","0.7","22.2","90","125","80","90","90","125"
"803","Poipole","7","0","0","Poison Pin Pokémon","Poison","","0.6","1.8","67","73","67","73","67","73"
"804","Naganadel","7","0","0","Poison Pin Pokémon","Poison","Dragon","3.6","150","73","73","73","127","73","121"
"805","Stakataka","7","0","0","Rampart Pokémon","Rock","Steel","5.5","820","61","131","211","53","101","13"
"806","Blacephalon","7","0","0","Fireworks Pokémon","Fire","Ghost","1.8","13","53","127","53","151","79","107"
"807","Zeraora","7","0","1","Thunderclap Pokémon","Electric","","1.5","44.5","88","112","75","102","80","143"
"808","Meltan","7","0","1","Hex Nut Pokémon","Steel","","0.2","8","46","65","65","55","35","34"
"809","Melmetal","7","0","1","Hex Nut Pokémon","Steel","","2.5","800","135","143","143","80","65","34"
"810","Grookey","8","0","0","Chimp Pokémon","Grass","","0.3","5","50","65","50","40","40","65"
"811","Thwackey","8","0","0","Beat Pokémon","Grass","","0.7","14","70","85","70","55","60","80"
"812","Rillaboom","8","0","0","Drummer Pokémon","Grass","","2.1","90","100","125","90","60","70","85"
"813","Scorbunny","8","0","0","Rabbit Pokémon","Fire","","0.3","4.5","50","71","40","40","40","69"
"814","Raboot","8","0","0","Rabbit Pokémon","Fire","","0.6","9","65","86","60","55","60","94"
"815","Cinderace","8","0","0","Striker Pokémon","Fire","","1.4","33","80","116","75","65","75","119"
"816","Sobble","8","0","0","Water Lizard Pokémon","Water","","0.3","4","50","40","40","70","40","70"
"817","Drizzile","8","0","0","Water lizard Pokémon","Water","","0.7","11.5","65","60","55","95","55","90"
"818","Inteleon","8","0","0","Secret Agent Pokémon","Water","","1.9","45.2","70","85","65","125","65","120"
"819","Skwovet","8","0","0","Cheeky Pokémon","Normal","","0.3","2.5","70","55","55","35","35","25"
"820","Greedent","8","0","0","Greedy Pokémon","Normal","","0.6","6","120","95","95","55","75","20"
"821","Rookidee","8","0","0","Tiny Bird Pokémon","Flying","","0.2","1.8","38","47","35","33","35","57"
"822","Corvisquire","8","0","0","Raven Pokémon","Flying","","0.8","16","68","67","55","43","55","77"
"823","Corviknight","8","0","0","Raven Pokémon","Flying","Steel","2.2","75","98","87","105","53","85","67"
"824","Blipbug","8","0","0","Larva Pokémon","Bug","","0.4","8","25","20","20","25","45","45"
"825","Dottler","8","0","0","Radome Pokémon","Bug","Psychic","0.4","19.5","50","35","80","50","90","30"
"826","Orbeetle","8","0","0","Seven Spot Pokémon","Bug","Psychic","0.4","40.8","60","45","110","80","120","90"
"827","Nickit","8","0","0","Fox Pokémon","Dark","","0.6","8.9","40","28","28","47","52","50"
"828","Thievul","8","0","0","Fox Pokémon","Dark","","1.2","19.9","70","58","58","87","92","90"
"829","Gossifleur","8","0","0","Flowering Pokémon","Grass","","0.4","2.2","40","40","60","40","60","10"
"830","Eldegoss","8","0","0","Cotton Bloom Pokémon","Grass","","0.5","2.5","60","50","90","80","120","60"
"831","Wooloo","8","0","0","Sheep Pokémon","Normal","","0.6","6","42","40","55","40","45","48"
"832","Dubwool","8","0","0","Sheep Pokémon","Normal","","1.3","43","72","80","100","60","90","88"
"833","Chewtle","8","0","0","Snapping Pokémon","Water","","0.3","8.5","50","64","50","38","38","44"
"834","Drednaw","8","0","0","Bite Pokémon","Water","Rock","1","115.5","90","115","90","48","68","74"
"835","Yamper","8","0","0","Puppy Pokémon","Electric","","0.3","13.5","59","45","50","40","50","26"
"836","Boltund","8","0","0","Dog Pokémon","Electric","","1","34","69","90","60","90","60","121"
"837","Rolycoly","8","0","0","Coal Pokémon","Rock","","0.3","12","30","40","50","40","50","30"
"838","Carkol","8","0","0","Coal Pokémon","Rock","Fire","1.1","78","80","60","90","60","70","50"
"839","Coalossal","8","0","0","Coal Pokémon","Rock","Fire","2.8","310.5","110","80","120","80","90","30"
"840","Applin","8","0","0","Apple Core Pokémon","Grass","Dragon","0.2","0.5","40","40","80","40","40","20"
"841","Flapple","8","0","0","Apple Wing Pokémon","Grass","Dragon","0.3","1","70","110","80","95","60","70"
"842","Appletun","8","0","0","Apple Nectar Pokémon","Grass","Dragon","0.4","13","110","85","80","100","80","30"
"843","Silicobra","8","0","0","Sand Snake Pokémon","Ground","","2.2","7.6","52","57","75","35","50","46"
"844","Sandaconda","8","0","0","Sand Snake Pokémon","Ground","","3.8","65.5","72","107","125","65","70","71"
"845","Cramorant","8","0","0","Gulp Pokémon","Flying","Water","0.8","18","70","85","55","85","95","85"
"846","Arrokuda","8","0","0","Rush Pokémon","Water","","0.5","1","41","63","40","40","30","66"
"847","Barraskewda","8","0","0","Skewer Pokémon","Water","","1.3","30","61","123","60","60","50","136"
"848","Toxel","8","0","0","Baby Pokémon","Electric","Poison","0.4","11","40","38","35","54","35","40"
"849","Toxtricity Low Key Form","8","0","0","Punk Pokémon","Electric","Poison","1.6","40","75","98","70","114","70","75"
"849","Toxtricity Amped Form","8","0","0","Punk Pokémon","Electric","Poison","1.6","40","75","98","70","114","70","75"
"850","Sizzlipede","8","0","0","Radiator Pokémon","Fire","Bug","0.7","1","50","65","45","50","50","45"
"851","Centiskorch","8","0","0","Radiator Pokémon","Fire","Bug","3","120","100","115","65","90","90","65"
"852","Clobbopus","8","0","0","Tantrum Pokémon","Fighting","","0.6","4","50","68","60","50","50","32"
"853","Grapploct","8","0","0","Tantrum Pokémon","Fighting","","1.6","39","80","118","90","70","80","42"
"854","Sinistea","8","0","0","Black Tea Pokémon","Ghost","","0.1","0.2","40","45","45","74","54","50"
"855","Polteageist","8","0","0","Black Tea Pokémon","Ghost","","0.2","0.4","60","65","65","134","114","70"
"856","Hatenna","8","0","0","Calm Pokémon","Psychic","","0.4","3.4","42","30","45","56","53","39"
"857","Hattrem","8","0","0","Serene Pokémon","Psychic","","0.6","4.8","57","40","65","86","73","49"
"858","Hatterene","8","0","0","Silent Pokémon","Psychic","Fairy","2.1","5","57","90","95","136","103","29"
"859","Impidimp","8","0","0","Wily Pokémon","Dark","Fairy","0.4","5.5","45","45","30","55","40","50"
"860","Morgrem","8","0","0","Devious Pokémon","Dark","Fairy","0.8","12.5","65","60","45","75","55","70"
"861","Grimmsnarl","8","0","0","Bulk Up Pokémon","Dark","Fairy","1.5","61","95","120","65","95","75","60"
"862","Obstagoon","8","0","0","Blocking Pokémon","Dark","Normal","1.6","46","93","90","101","60","81","95"
"863","Perrserker","8","0","0","Viking Pokémon","Steel","","0.8","28","70","110","100","50","60","50"
"864","Cursola","8","0","0","Coral Pokémon","Ghost","","1","0.4","60","95","50","145","130","30"
"865","Sirfetch'd","8","0","0","Wild Duck Pokémon","Fighting","","0.8","117","62","135","95","68","82","65"
"866","Mr. Rime","8","0","0","Comedian Pokémon","Psychic","Ice","1.5","58.2","80","85","75","110","100","70"
"867","Runerigus","8","0","0","Grudge Pokémon","Ground","Ghost","1.6","66.6","58","95","145","50","105","30"
"868","Milcery","8","0","0","Cream Pokémon","Fairy","","0.2","0.3","45","40","40","50","61","34"
"869","Alcremie","8","0","0","Cream Pokémon","Fairy","","0.3","0.5","65","60","75","110","121","64"
"870","Falinks","8","0","0","Formation Pokémon","Fighting","","3","62","65","100","100","70","60","75"
"871","Pincurchin","8","0","0","Sea Urchin Pokémon","Electric","","0.3","1","48","101","95","91","85","15"
"872","Snom","8","0","0","Worm Pokémon","Ice","Bug","0.3","3.8","30","25","35","45","30","20"
"873","Frosmoth","8","0","0","Frost Moth Pokémon","Ice","Bug","1.3","42","70","65","60","125","90","65"
"874","Stonjourner","8","0","0","Big Rock Pokémon","Rock","","2.5","520","100","125","135","20","20","70"
"875","Eiscue Ice Face","8","0","0","Penguin Pokémon","Ice","","1.4","89","75","80","110","65","90","50"
"875","Eiscue Noice Face","8","0","0","Penguin Pokémon","Ice","","1.4","89","75","80","70","65","50","130"
"876","Indeedee Male","8","0","0","Emotion Pokémon","Psychic","Normal","0.9","28","60","65","55","105","95","95"
"876","Indeedee Female","8","0","0","Emotion Pokémon","Psychic","Normal","0.9","28","70","55","65","95","105","85"
"877","Morpeko Full Belly Mode","8","0","0","Two-Sided Pokémon","Electric","Dark","0.3","3","58","95","58","70","58","97"
"877","Morpeko Hangry Mode","8","0","0","Two-Sided Pokémon","Electric","Dark","0.3","3","58","95","58","70","58","97"
"878","Cufant","8","0","0","Copperderm Pokémon","Steel","","1.2","100","72","80","49","40","49","40"
"879","Copperajah","8","0","0","Copperderm Pokémon","Steel","","3","650","122","130","69","80","69","30"
"880","Dracozolt","8","0","0","Fossil Pokémon","Electric","Dragon","1.8","190","90","100","90","80","70","75"
"881","Arctozolt","8","0","0","Fossil Pokémon","Electric","Ice","2.3","150","90","100","90","90","80","55"
"882","Dracovish","8","0","0","Fossil Pokémon","Water","Dragon","2.3","215","90","90","100","70","80","75"
"883","Arctovish","8","0","0","Fossil Pokémon","Water","Ice","2","175","90","90","100","80","90","55"
"884","Duraludon","8","0","0","Alloy Pokémon","Steel","Dragon","1.8","40","70","95","115","120","50","85"
"885","Dreepy","8","0","0","Lingering Pokémon","Dragon","Ghost","0.5","2","28","60","30","40","30","82"
"886","Drakloak","8","0","0","Caretaker Pokémon","Dragon","Ghost","1.4","11","68","80","50","60","50","102"
"887","Dragapult","8","0","0","Stealth Pokémon","Dragon","Ghost","3","50","88","120","75","100","75","142"
"888","Zacian Crowned Sword","8","1","0","Warrior Pokémon","Fairy","Steel","2.8","355","92","170","115","80","115","148"
"888","Zacian Hero of Many Battles","8","1","0","Warrior Pokémon","Fairy","","2.8","110","92","130","115","80","115","138"
"889","Zamazenta Crowned Shield","8","1","0","Warrior Pokémon","Fighting","Steel","2.9","785","92","130","145","80","145","128"
"889","Zamazenta Hero of Many Battles","8","1","0","Warrior Pokémon","Fighting","","2.9","210","92","130","115","80","115","138"
"890","Eternatus","8","1","0","Gigantic Pokémon","Poison","Dragon","20","950","140","85","95","145","95","130"
"890","Eternatus Eternamax","8","1","0","Gigantic Pokémon","Poison","Dragon","100","","255","115","250","125","250","130"
